ID,Title,Episodes,Synopsis,Score,Day_aired,Duration,Genres,Tags,Main Role,Support Role,Url
705857,Under the Queen's Umbrella (2022), 16,"Within the palace exist troublemaking princes who cause nothing but headaches for the royal family and are about to be turned into proper crown princes. Their mother, Im Hwa Ryeong,  is the wife of a great king. But instead of having an aura of elegance and grace, she is a prickly, sensitive, and hot-tempered queen. Once more serene, she changed since people kept pushing her buttons.  She is a queen who sometimes abandons her pride"," 9.0 (scored by 12,906 users)",, 1 hr. 10 min.,"Historical,Comedy,Drama,Political","Motherhood,Mother-SonRelationship,PalaceSetting,Royalty,BlackComedy,QueenFemaleLead,JoseonDynasty,RoyalFamily,HistoricalFiction,PrinceSupportingCharacter","Kim Hye Soo,Kim Hae Sook,Choi Won Young,Kim Eui Sung,Moon Sang Min,Ok Ja Yeon,",,https://mydramalist.com/705857-umbrella
745581,The Glory Part 2 (2023), 8,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of"," 9.0 (scored by 39,661 users)",, 55 min.,"Thriller,Drama,Melodrama","Revenge,GraphicViolence,BriefNudity,Suspense,StrongFemaleLead,DomesticViolence,Trauma,FamilyAbuse,Perpetrator-VictimRelationship,Nudity","Song Hye Kyo,Lee Do Hyun,Im Ji Yeon,Yeom Hye Ran,Park Sung Hoon,Jung Sung Il,",,https://mydramalist.com//745581-the-glory-season-2
745581,The Glory Part 2 (2023), 8,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of"," 9.0 (scored by 39,661 users)",, 55 min.,"Thriller,Drama,Melodrama","Revenge,GraphicViolence,BriefNudity,Suspense,StrongFemaleLead,DomesticViolence,Trauma,FamilyAbuse,Perpetrator-VictimRelationship,Nudity","Song Hye Kyo,Lee Do Hyun,Im Ji Yeon,Yeom Hye Ran,Park Sung Hoon,Jung Sung Il,",,https://mydramalist.com/745581-the-glory-season-2
35729,Crash Landing on You (2019), 16,"After getting into a paragliding accident, South Korean heiress Yoon Se Ri crash lands in North Korea. There, she meets North Korean army officer Ri Jung Hyuk, who agrees to help her return to South Korea. Despite the tension between their countries, the two of them start falling for one another.

(Source: queen of repressed rage at MyDramaList)"," 9.0 (scored by 99,497 users)",, 1 hr. 25 min.,"Military,Comedy,Romance,Political","NorthAndSouthKorea,SoldierMaleLead,Army,StrongMaleLead,RichFemaleLead,SoldierSupportingCharacter,IntercountryRomance,Fate,NiceMaleLead,ArmyCaptainMaleLead","Hyun Bin,Son Ye Jin,Seo Ji Hye,Kim Jung Hyun,","Yang Kyung Won,Lee Shin Young,",https://mydramalist.com//35729-emergency-lands-of-love
35729,Crash Landing on You (2019), 16,"After getting into a paragliding accident, South Korean heiress Yoon Se Ri crash lands in North Korea. There, she meets North Korean army officer Ri Jung Hyuk, who agrees to help her return to South Korea. Despite the tension between their countries, the two of them start falling for one another.

(Source: queen of repressed rage at MyDramaList)"," 9.0 (scored by 99,497 users)",, 1 hr. 25 min.,"Military,Comedy,Romance,Political","NorthAndSouthKorea,SoldierMaleLead,Army,StrongMaleLead,RichFemaleLead,SoldierSupportingCharacter,IntercountryRomance,Fate,NiceMaleLead,ArmyCaptainMaleLead","Hyun Bin,Son Ye Jin,Seo Ji Hye,Kim Jung Hyun,","Yang Kyung Won,Lee Shin Young,",https://mydramalist.com/35729-emergency-lands-of-love
711113,Dr. Romantic Season 3 (2023), 16,"At Doldam Hospital, Dr. Kim Sa Bu and his team are committed to saving lives. After three years, a state-of-the-art trauma centre is set to open, equipped with the latest in medical technology.

Prior to the centre's official opening, however, a crisis unfolds on a North Korean ship that's drifted into South Korean waters. Doctors from Doldam Hospital fly out to help the critically injured aboard the ship. However, the patients need"," 9.0 (scored by 9,631 users)",, 1 hr. 10 min.,"Romance,Drama,Medical","HospitalSetting,Teamwork,GeniusMaleLead,SurgeonMaleLead,NeurosurgeonMaleLead,HospitalDirectorMaleLead,DoctorFemaleLead,DoctorMaleLead,HardworkingMaleLead,HardworkingFemaleLead","Han Seok Kyu,Lee Sung Kyung,Ahn Hyo Seop,Kim Joo Heon,","So Ju Yeon,Jin Kyung,",https://mydramalist.com//711113-dr-romantic-3
711113,Dr. Romantic Season 3 (2023), 16,"At Doldam Hospital, Dr. Kim Sa Bu and his team are committed to saving lives. After three years, a state-of-the-art trauma centre is set to open, equipped with the latest in medical technology.

Prior to the centre's official opening, however, a crisis unfolds on a North Korean ship that's drifted into South Korean waters. Doctors from Doldam Hospital fly out to help the critically injured aboard the ship. However, the patients need"," 9.0 (scored by 9,631 users)",, 1 hr. 10 min.,"Romance,Drama,Medical","HospitalSetting,Teamwork,GeniusMaleLead,SurgeonMaleLead,NeurosurgeonMaleLead,HospitalDirectorMaleLead,DoctorFemaleLead,DoctorMaleLead,HardworkingMaleLead,HardworkingFemaleLead","Han Seok Kyu,Lee Sung Kyung,Ahn Hyo Seop,Kim Joo Heon,","So Ju Yeon,Jin Kyung,",https://mydramalist.com/711113-dr-romantic-3
22624,Prison Playbook (2017), 16,"Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je"," 9.0 (scored by 27,965 users)",, 1 hr. 32 min.,"Comedy,Crime,Life,Drama","PrisonSetting,LifeLesson,Bromance,WrongfullyAccused,StrongMaleLead,SlightRomance,CharacterDevelopment,Murder,BestFriends'Relationship,BlackComedy","Park Hae Soo,Jung Kyung Ho,","Krystal Jung,Im Hwa Young,Ye Soo Jung,Kim Kyung Nam,",https://mydramalist.com//22624-wise-prison-life
22624,Prison Playbook (2017), 16,"Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je"," 9.0 (scored by 27,965 users)",, 1 hr. 32 min.,"Comedy,Crime,Life,Drama","PrisonSetting,LifeLesson,Bromance,WrongfullyAccused,StrongMaleLead,SlightRomance,CharacterDevelopment,Murder,BestFriends'Relationship,BlackComedy","Park Hae Soo,Jung Kyung Ho,","Krystal Jung,Im Hwa Young,Ye Soo Jung,Kim Kyung Nam,",https://mydramalist.com/22624-wise-prison-life
58365,Mr. Queen (2020), 20,"Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.

While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name"," 9.0 (scored by 43,708 users)",, 1 hr. 15 min.,"Historical,Comedy,Romance,Fantasy","Transmigration,SassyFemaleLead,JoseonDynasty,EccentricFemaleLead,CalmMaleLead,TimeTravel,MarriageOfConvenience,SmartMaleLead,NiceMaleLead,GenderSwap","Shin Hye Sun,Kim Jung Hyun,","Bae Jong Ok,Kim Tae Woo,Jo Yun Hee,Seol In Ah,",https://mydramalist.com//58365-queen-cheorin
58365,Mr. Queen (2020), 20,"Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.

While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name"," 9.0 (scored by 43,708 users)",, 1 hr. 15 min.,"Historical,Comedy,Romance,Fantasy","Transmigration,SassyFemaleLead,JoseonDynasty,EccentricFemaleLead,CalmMaleLead,TimeTravel,MarriageOfConvenience,SmartMaleLead,NiceMaleLead,GenderSwap","Shin Hye Sun,Kim Jung Hyun,","Bae Jong Ok,Kim Tae Woo,Jo Yun Hee,Seol In Ah,",https://mydramalist.com/58365-queen-cheorin
21308,Mother (2018), 16,"Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her.

(Source: MyDramaList)"," 9.0 (scored by 9,046 users)",, 1 hr. 3 min.,"Thriller,Mystery,Psychological,Melodrama","Mother-DaughterRelationship,IndependentFemaleLead,SmartFemaleLead,ChildAbuse,Adoption,StrongFemaleLead,Suspense,OrphanFemaleLead,Motherhood,Investigation","Lee Bo Young,Heo Yool,Lee Hye Young,","Go Sung Hee,Lee Jae Yoon,Go Bo Gyeol,",https://mydramalist.com//21308-mother
21308,Mother (2018), 16,"Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her.

(Source: MyDramaList)"," 9.0 (scored by 9,046 users)",, 1 hr. 3 min.,"Thriller,Mystery,Psychological,Melodrama","Mother-DaughterRelationship,IndependentFemaleLead,SmartFemaleLead,ChildAbuse,Adoption,StrongFemaleLead,Suspense,OrphanFemaleLead,Motherhood,Investigation","Lee Bo Young,Heo Yool,Lee Hye Young,","Go Sung Hee,Lee Jae Yoon,Go Bo Gyeol,",https://mydramalist.com/21308-mother
49865,It's Okay to Not Be Okay (2020), 16,"Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude.

Moon Gang Tae denies love and Ko Moon Young doesn’t know"," 8.9 (scored by 100,220 users)",, 1 hr. 15 min.,"Psychological,Comedy,Romance,Drama","IndependentFemaleLead,PossessiveFemaleLead,SuccessfulFemaleLead,Healing,Melodrama,SelflessMaleLead,BadassFemaleLead,Psychiatry,ChildhoodConnection,Trauma","Kim Soo Hyun,Seo Yea Ji,Oh Jung Se,","Park Gyu Young,Jang Young Nam,Kim Chang Wan,",https://mydramalist.com//49865-psycho-but-it-s-okay
49865,It's Okay to Not Be Okay (2020), 16,"Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude.

Moon Gang Tae denies love and Ko Moon Young doesn’t know"," 8.9 (scored by 100,220 users)",, 1 hr. 15 min.,"Psychological,Comedy,Romance,Drama","IndependentFemaleLead,PossessiveFemaleLead,SuccessfulFemaleLead,Healing,Melodrama,SelflessMaleLead,BadassFemaleLead,Psychiatry,ChildhoodConnection,Trauma","Kim Soo Hyun,Seo Yea Ji,Oh Jung Se,","Park Gyu Young,Jang Young Nam,Kim Chang Wan,",https://mydramalist.com/49865-psycho-but-it-s-okay
705723,Extraordinary Attorney Woo (2022), 16,"Diagnosed with autism spectrum disorder, 27-year-old Woo Young Woo graduated at the top of her class from the prestigious Seoul National University for both college and law school due to her high IQ of 164, impressive memory, and creative thought process. Working as a lawyer, she finds herself struggling when it comes to social interactions.

(Source: Soompi; Edited by MyDramaList)"," 8.9 (scored by 60,133 users)",, 1 hr. 17 min.,"Law,Romance,Life,Drama","AutisticFemaleLead,Autism,AttorneyFemaleLead,SmartFemaleLead,WorkplaceSetting,NiceMaleLead,Father-DaughterRelationship,CourtroomSetting,SingleMother/FatherSupportingCharacter,SlowBurnRomance","Park Eun Bin,Kang Tae Oh,Kang Ki Young,","Jeon Bae Soo,Baek Ji Won,Jin Kyung,",https://mydramalist.com//705723-strange-lawyer-woo-young-woo
705723,Extraordinary Attorney Woo (2022), 16,"Diagnosed with autism spectrum disorder, 27-year-old Woo Young Woo graduated at the top of her class from the prestigious Seoul National University for both college and law school due to her high IQ of 164, impressive memory, and creative thought process. Working as a lawyer, she finds herself struggling when it comes to social interactions.

(Source: Soompi; Edited by MyDramaList)"," 8.9 (scored by 60,133 users)",, 1 hr. 17 min.,"Law,Romance,Life,Drama","AutisticFemaleLead,Autism,AttorneyFemaleLead,SmartFemaleLead,WorkplaceSetting,NiceMaleLead,Father-DaughterRelationship,CourtroomSetting,SingleMother/FatherSupportingCharacter,SlowBurnRomance","Park Eun Bin,Kang Tae Oh,Kang Ki Young,","Jeon Bae Soo,Baek Ji Won,Jin Kyung,",https://mydramalist.com/705723-strange-lawyer-woo-young-woo
733261,Alchemy of Souls Season 2: Light and Shadow (2022), 10,"Jang Uk returns from death, and three years later, the story of the mages unfolds anew. Jang Uk becomes a hunter of the soul-shifters when a young woman, a prisoner in her own home, seeks his help to reclaim her freedom.

(Source: Netflix)"," 8.9 (scored by 34,160 users)",, 1 hr. 21 min.,"Action,Historical,Romance,Fantasy","StrongMaleLead,MarriageOfConvenience,FantasyWorld,SmartMaleLead,BirthSecret,NiceMaleLead,Transmigration,Supernatural,AntiheroMaleLead,Sword-fight","Lee Jae Wook,Go Youn Jung,","Hwang Min Hyun,Shin Seung Ho,Yoo  Joon Sang,Oh Na Ra,",https://mydramalist.com//733261-alchemy-of-souls-part-2
733261,Alchemy of Souls Season 2: Light and Shadow (2022), 10,"Jang Uk returns from death, and three years later, the story of the mages unfolds anew. Jang Uk becomes a hunter of the soul-shifters when a young woman, a prisoner in her own home, seeks his help to reclaim her freedom.

(Source: Netflix)"," 8.9 (scored by 34,160 users)",, 1 hr. 21 min.,"Action,Historical,Romance,Fantasy","StrongMaleLead,MarriageOfConvenience,FantasyWorld,SmartMaleLead,BirthSecret,NiceMaleLead,Transmigration,Supernatural,AntiheroMaleLead,Sword-fight","Lee Jae Wook,Go Youn Jung,","Hwang Min Hyun,Shin Seung Ho,Yoo  Joon Sang,Oh Na Ra,",https://mydramalist.com/733261-alchemy-of-souls-part-2
59381,Navillera (2021), 12,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.

Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support"," 8.9 (scored by 17,022 users)",, 1 hr. 5 min.,"Life,Drama","Ballet,LifeLesson,UnusualFriendship,AdaptedFromAWebtoon,SecondChance,Father-SonRelationship,CharacterDevelopment,Grandpa-GranddaughterRelationship,Bromance,AbuseOfPower","Park In Hwan,Song Kang,","Na Moon Hee,Hong Seung Hee,Kim Tae Hoon,Yoon  Ji Hye,",https://mydramalist.com//59381-navillera
59381,Navillera (2021), 12,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.

Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support"," 8.9 (scored by 17,022 users)",, 1 hr. 5 min.,"Life,Drama","Ballet,LifeLesson,UnusualFriendship,AdaptedFromAWebtoon,SecondChance,Father-SonRelationship,CharacterDevelopment,Grandpa-GranddaughterRelationship,Bromance,AbuseOfPower","Park In Hwan,Song Kang,","Na Moon Hee,Hong Seung Hee,Kim Tae Hoon,Yoon  Ji Hye,",https://mydramalist.com/59381-navillera
733445,Death's Game (2023), 4,"He's perennially unemployed, his ex-girlfriend has moved on, and he's just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Choi Yi Jae decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death"," 8.9 (scored by 8,267 users)",, 55 min.,"Thriller,Drama,Fantasy","Survival,Death,CautiousMaleLead,HopelessMaleLead,BullySupportingCharacter,JoblessMaleLead,PhysicalAssault,StudentSupportingCharacter,GraphicViolence,MartialArtistSupportingCharacter","Seo In Guk,Park So Dam,","Nam Kyung Eup,Go Youn Jung,Kim  Mi Kyung,",https://mydramalist.com//733445-i-will-die-soon
733445,Death's Game (2023), 4,"He's perennially unemployed, his ex-girlfriend has moved on, and he's just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Choi Yi Jae decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death"," 8.9 (scored by 8,267 users)",, 55 min.,"Thriller,Drama,Fantasy","Survival,Death,CautiousMaleLead,HopelessMaleLead,BullySupportingCharacter,JoblessMaleLead,PhysicalAssault,StudentSupportingCharacter,GraphicViolence,MartialArtistSupportingCharacter","Seo In Guk,Park So Dam,","Nam Kyung Eup,Go Youn Jung,Kim  Mi Kyung,",https://mydramalist.com/733445-i-will-die-soon
685237,The Glory (2022), 8,"A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days.

(Source: Soompi)"," 8.9 (scored by 51,507 users)",, 50 min.,"Thriller,Drama,Melodrama","Revenge,SchoolBullying,SchoolViolence,StrongFemaleLead,SocialIssues,SexualContent,AntiheroineFemaleLead,DoctorMaleLead,TeacherFemaleLead,TimeSkip","Song Hye Kyo,Lee Do Hyun,Im Ji Yeon,Yeom Hye Ran,Park Sung Hoon,Jung Sung Il,",,https://mydramalist.com//685237-untitled-kim-eun-sook-project
685237,The Glory (2022), 8,"A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days.

(Source: Soompi)"," 8.9 (scored by 51,507 users)",, 50 min.,"Thriller,Drama,Melodrama","Revenge,SchoolBullying,SchoolViolence,StrongFemaleLead,SocialIssues,SexualContent,AntiheroineFemaleLead,DoctorMaleLead,TeacherFemaleLead,TimeSkip","Song Hye Kyo,Lee Do Hyun,Im Ji Yeon,Yeom Hye Ran,Park Sung Hoon,Jung Sung Il,",,https://mydramalist.com/685237-untitled-kim-eun-sook-project
13239,Signal (2016), 16,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. 

Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One"," 8.9 (scored by 32,442 users)",, 1 hr. 15 min.,"Thriller,Mystery,Sci-Fi","DifferentTimelines,ButterflyEffect,Murder,HwaseongSerialMurders,Suspense,Investigation,Death,TragicPast,Corruption,TimeAltering","Lee Je Hoon,Kim Hye Soo,Jo Jin Woong,","Kim Won Hae,Lee Yoo Joon,Jang Hyun Sung,",https://mydramalist.com//13239-signal
13239,Signal (2016), 16,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. 

Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One"," 8.9 (scored by 32,442 users)",, 1 hr. 15 min.,"Thriller,Mystery,Sci-Fi","DifferentTimelines,ButterflyEffect,Murder,HwaseongSerialMurders,Suspense,Investigation,Death,TragicPast,Corruption,TimeAltering","Lee Je Hoon,Kim Hye Soo,Jo Jin Woong,","Kim Won Hae,Lee Yoo Joon,Jang Hyun Sung,",https://mydramalist.com/13239-signal
761313,Death's Game Part 2 (2024), 4,"He's perennially unemployed, his ex-girlfriend has moved on, and he's just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Choi Yi Jae decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death"," 9.0 (scored by 4,167 users)",, 55 min.,"Thriller,Drama,Fantasy","CautiousMaleLead,HopelessMaleLead,JoblessMaleLead,GraphicViolence,MartialArtistSupportingCharacter,WriterSupportingCharacter,PainterSupportingCharacter,GrimReaperFemaleLead,ModelSupportingCharacter,DetectiveSupportingCharacter","Seo In Guk,Park So Dam,","Nam Kyung Eup,Go Youn Jung,Kim  Mi Kyung,",https://mydramalist.com//761313-death-s-game-part-2
761313,Death's Game Part 2 (2024), 4,"He's perennially unemployed, his ex-girlfriend has moved on, and he's just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Choi Yi Jae decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death"," 9.0 (scored by 4,167 users)",, 55 min.,"Thriller,Drama,Fantasy","CautiousMaleLead,HopelessMaleLead,JoblessMaleLead,GraphicViolence,MartialArtistSupportingCharacter,WriterSupportingCharacter,PainterSupportingCharacter,GrimReaperFemaleLead,ModelSupportingCharacter,DetectiveSupportingCharacter","Seo In Guk,Park So Dam,","Nam Kyung Eup,Go Youn Jung,Kim  Mi Kyung,",https://mydramalist.com/761313-death-s-game-part-2
61371,Vincenzo (2021), 20,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives"," 8.9 (scored by 77,133 users)",, 1 hr. 25 min.,"Comedy,Law,Crime,Drama","Mafia,Revenge,SlightRomance,EccentricFemaleLead,SmartMaleLead,Injustice,BlackComedy,BadassMaleLead,SkilledKiller,Father-DaughterRelationship","Song Joong Ki,Jeon Yeo Been,Ok Taec Yeon,","Kim Yeo Jin,Jo Han Chul,Kwak Dong Yeon,",https://mydramalist.com//61371-vincenzo
61371,Vincenzo (2021), 20,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives"," 8.9 (scored by 77,133 users)",, 1 hr. 25 min.,"Comedy,Law,Crime,Drama","Mafia,Revenge,SlightRomance,EccentricFemaleLead,SmartMaleLead,Injustice,BlackComedy,BadassMaleLead,SkilledKiller,Father-DaughterRelationship","Song Joong Ki,Jeon Yeo Been,Ok Taec Yeon,","Kim Yeo Jin,Jo Han Chul,Kwak Dong Yeon,",https://mydramalist.com/61371-vincenzo
32220,Kingdom Season 2 (2020), 6,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. 

(Source: MyDramaList)"," 8.9 (scored by 25,438 users)",, 45 min.,"Thriller,Historical,Horror,Supernatural","Zombies,Corruption,Gore,StrongMaleLead,StrongFemaleLead,PowerStruggle,JoseonDynasty,SmartFemaleLead,Death,Greed","Ju Ji Hoon,Bae Doo Na,Kim Sung Gyu,","Ryu Seung Ryong,Kim  Sang Ho,Jun Suk Ho,",https://mydramalist.com//32220-kingdom-2
32220,Kingdom Season 2 (2020), 6,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. 

(Source: MyDramaList)"," 8.9 (scored by 25,438 users)",, 45 min.,"Thriller,Historical,Horror,Supernatural","Zombies,Corruption,Gore,StrongMaleLead,StrongFemaleLead,PowerStruggle,JoseonDynasty,SmartFemaleLead,Death,Greed","Ju Ji Hoon,Bae Doo Na,Kim Sung Gyu,","Ryu Seung Ryong,Kim  Sang Ho,Jun Suk Ho,",https://mydramalist.com/32220-kingdom-2
690709,Happiness (2021), 12,"Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the"," 8.9 (scored by 40,340 users)",, 1 hr. 5 min.,"Action,Thriller,Drama,Sci-Fi","Disease,InfectiousDisease,DetectiveMaleLead,Virus,SlowBurnRomance,StrongFemaleLead,Survival,Illness,HealthyMains’Relationship,SmartMaleLead","Han Hyo Joo,Park Hyung Sik,Jo  Woo Jin,","Lee Joon Hyuk,Park Joo Hee,Baek Hyun Jin,",https://mydramalist.com//690709-happiness
690709,Happiness (2021), 12,"Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the"," 8.9 (scored by 40,340 users)",, 1 hr. 5 min.,"Action,Thriller,Drama,Sci-Fi","Disease,InfectiousDisease,DetectiveMaleLead,Virus,SlowBurnRomance,StrongFemaleLead,Survival,Illness,HealthyMains’Relationship,SmartMaleLead","Han Hyo Joo,Park Hyung Sik,Jo  Woo Jin,","Lee Joon Hyuk,Park Joo Hee,Baek Hyun Jin,",https://mydramalist.com/690709-happiness
733003,The Good Bad Mother (2023), 14,"Young Soon is a single mother and pig farmer who raised her son Kang Ho alone. Despite her love for him, her strict parenting caused Kang Ho to view her as a bad mother. As an adult, Kang Ho became a cold-hearted prosecutor and kept his distance from his mother. However, an unexpected accident caused him to return to his hometown and start over with Young Soon. Kang Ho's childhood friend Mi"," 8.9 (scored by 20,689 users)",, 1 hr. 10 min.,"Comedy,Life,Drama,Family","Mother-SonRelationship,VillageSetting,DeathOfAHusband,AgeRegression,FarmerFemaleLead,Illness,FamilyRelationship,ColdMan/WarmWoman,MeanParent,AbusiveParent","Ra Mi Ran,Lee Do Hyun,Ahn Eun Jin,Yoo In Soo,","Choi Moo Sung,Jung Woong In,",https://mydramalist.com//733003-bad-mother
733003,The Good Bad Mother (2023), 14,"Young Soon is a single mother and pig farmer who raised her son Kang Ho alone. Despite her love for him, her strict parenting caused Kang Ho to view her as a bad mother. As an adult, Kang Ho became a cold-hearted prosecutor and kept his distance from his mother. However, an unexpected accident caused him to return to his hometown and start over with Young Soon. Kang Ho's childhood friend Mi"," 8.9 (scored by 20,689 users)",, 1 hr. 10 min.,"Comedy,Life,Drama,Family","Mother-SonRelationship,VillageSetting,DeathOfAHusband,AgeRegression,FarmerFemaleLead,Illness,FamilyRelationship,ColdMan/WarmWoman,MeanParent,AbusiveParent","Ra Mi Ran,Lee Do Hyun,Ahn Eun Jin,Yoo In Soo,","Choi Moo Sung,Jung Woong In,",https://mydramalist.com/733003-bad-mother
705589,Taxi Driver Season 2 (2023), 16,"Despite disbanding after Do Gi's successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can't resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On"," 8.9 (scored by 10,329 users)",, 1 hr. 10 min.,"Action,Thriller,Mystery,Crime","Revenge,SkilledFighter,Teamwork,Suspense,GraphicViolence,SmartMaleLead,CriminalOrganization,TaxiSetting,UndercoverOperation,SlightComedy","Lee Je Hoon,Kim Eui Sung,Pyo Ye Jin,","Jang Hyuk Jin,Bae Yoo Ram,Shin Jae Ha,",https://mydramalist.com//705589-taxi-driver-2
